citation_date__c,citation_hour__c,citation_number__c,citation_time__c,court_address__c,court_date__c,court_hour__c,court_location__c,court_time__c,Court__c,date_of_birth__c,defendant_address__c,defendant_city__c,defendant_state__c,DefendentID__c,drivers_license_number__c,first_name__c,Id,last_name__c,REC_ID__c,Name
8/19/2015,PM,487546331,1:38,7615 South Sunset,9/21/2015,PM,PASADENA PARK,1:38,a03i000000OQssZAAT,3/14/1952,,NORWOOD COURT,MO,a04i000000h8N5KAAU,V685553779,Harold,a02i000000c3yqOAAQ,Henry,98,PASADENA PARK - 487546331 - 42235
1/27/2015,AM,485707262,2:23,7615 South Sunset,,PM,PASADENA PARK,2:23,a03i000000OQssZAAT,11/30/1975,,SYCAMORE HILLS,MO,a04i000000h8N63AAE,F949169262,Theresa,a02i000000c3yqPAAQ,Lane,143,PASADENA PARK - 485707262 - 42031
9/4/2015,AM,131425091,4:43,21 Village Square,10/17/2015,PM,UNINCORPORATED NORTH ST. LOUIS COUNTY,12:13,a03i000000OQsszAAD,4/29/1967,5 Hayes Lane,VINITA PARK,MO,a04i000000h8N8JAAU,P487656326,Joan,a02i000000c3yqQAAQ,Hudson,283,UNINCORPORATED NORTH ST. LOUIS COUNTY - 131425091 - 42251
5/25/2015,AM,372243227,4:51,7615 South Sunset,10/30/2015,PM,PASADENA PARK,12:21,a03i000000OQssZAAT,11/21/1988,7 Darwin Road,WELLSTON,MO,a04i000000h8N8RAAU,J764821858,Kenneth,a02i000000c3yqRAAQ,Crawford,291,PASADENA PARK - 372243227 - 42149
3/14/2015,PM,809190409,4:54,7615 South Sunset,9/27/2015,PM,PASADENA PARK,12:24,a03i000000OQssZAAT,8/30/1991,2154 Mendota Road,CALVERTON PARK,MO,a04i000000h8N8UAAU,,Patricia,a02i000000c3yqSAAQ,Kim,294,PASADENA PARK - 809190409 - 42077
2/26/2015,PM,708316331,5:36,7615 South Sunset,11/10/2015,PM,PASADENA PARK,1:06,a03i000000OQssZAAT,10/8/1974,,NORWOOD COURT,MO,a04i000000h8N9AAAU,S705750658,Jose,a02i000000c3yqTAAQ,Peterson,336,PASADENA PARK - 708316331 - 42061
4/28/2015,PM,895385988,5:50,21 Village Square,12/2/2015,PM,UNINCORPORATED NORTH ST. LOUIS COUNTY,1:20,a03i000000OQsszAAD,10/28/1984,4090 Monica Point,FLORISSANT,MO,a04i000000h8N9OAAU,,Jimmy,a02i000000c3yqUAAQ,Washington,350,UNINCORPORATED NORTH ST. LOUIS COUNTY - 895385988 - 42122
7/9/2015,PM,506663795,6:36,21 Village Square,,PM,UNINCORPORATED NORTH ST. LOUIS COUNTY,2:06,a03i000000OQsszAAD,4/13/1960,13 Packers Street,CRESTWOOD,MO,a04i000000h8NA5AAM,V636674079,Paula,a02i000000c3yqVAAQ,Harvey,396,UNINCORPORATED NORTH ST. LOUIS COUNTY - 506663795 - 42194
3/30/2015,PM,56047745,12:21,320 Benton Street,12/15/2015,PM,VALLEY PARK,3:20,a03i000000OQssmAAD,2/8/1993,2737 Raven Lane,JENNINGS,MO,a04i000000h8NFgAAM,F808928527,Harry,a02i000000c3yvKAAQ,Wells,740,VALLEY PARK - 56047745 - 42093
3/22/2015,PM,903397122,12:45,320 Benton Street,10/27/2015,PM,VALLEY PARK,3:44,a03i000000OQssmAAD,6/7/1956,34 Thompson Trail,CHAMP,,a04i000000h8NG5AAM,I024478960,Randy,a02i000000c3yvLAAQ,Grant,764,VALLEY PARK - 903397122 - 42085
3/23/2015,PM,434705825,1:17,200 Highlands Blvd. Dr.,12/9/2015,PM,MANCHESTER,4:16,a03i000000OQssMAAT,3/3/1991,592 Sachs Way,WILBUR PARK,MO,a04i000000h8NGaAAM,B548205122,Andrea,a02i000000c3yvMAAQ,Carr,796,MANCHESTER - 434705825 - 42086
1/8/2015,PM,762173046,1:25,200 Highlands Blvd. Dr.,9/26/2015,PM,MANCHESTER,4:24,a03i000000OQssMAAT,8/9/1961,7811 Kings Pass,HILLSDALE,MO,a04i000000h8NGiAAM,V767008534,Chris,a02i000000c3yvNAAQ,Johnston,804,MANCHESTER - 762173046 - 42012
7/7/2015,AM,992323891,2:06,320 Benton Street,11/1/2015,PM,VALLEY PARK,12:35,a03i000000OQssmAAD,6/12/1953,5479 Farragut Junction,MARLBOROUGH,MO,a04i000000h8NHNAA2,M401837278,Jonathan,a02i000000c3yvOAAQ,Peterson,845,VALLEY PARK - 992323891 - 42192
3/31/2015,AM,209092850,3:12,200 Highlands Blvd. Dr.,9/15/2015,PM,MANCHESTER,1:41,a03i000000OQssMAAT,9/27/1975,68 Burrows Place,MARYLAND HEIGHTS,,a04i000000h8NIRAA2,A824924934,Phyllis,a02i000000c3yvPAAQ,Jones,911,MANCHESTER - 209092850 - 42094
2/12/2015,AM,75713502,3:54,320 Benton Street,,PM,VALLEY PARK,2:23,a03i000000OQssmAAD,3/2/1993,98641 Buell Park,FLORDELL HILLS,MO,a04i000000h8NJ7AAM,M314062819,Mildred,a02i000000c3yvQAAQ,Moore,953,VALLEY PARK - 75713502 - 42047
3/20/2015,PM,549397308,4:07,320 Benton Street,10/29/2015,PM,VALLEY PARK,2:36,a03i000000OQssmAAD,12/3/1968,8213 Reinke Road,BRIDGETON,MO,a04i000000h8NJKAA2,L628163308,Richard,a02i000000c3yvRAAQ,Cook,966,VALLEY PARK - 549397308 - 42083
8/3/2015,PM,15379473,4:31,200 Highlands Blvd. Dr.,12/16/2015,PM,MANCHESTER,2:59,a03i000000OQssMAAT,3/8/1984,9 Chive Terrace,LADUE,MO,a04i000000h8NJiAAM,P218402805,Walter,a02i000000c3yvSAAQ,Lawson,990,MANCHESTER - 15379473 - 42219
6/25/2015,AM,478082662,2:51,6390 Natural Bridge Road,10/22/2015,PM,UPLANDS PARK,2:51,a03i000000OQsslAAD,2/4/1960,58810 Schurz Place,CHESTERFIELD,MO,a04i000000h8N6VAAU,R262801230,Michelle,a02i000000c3yvTAAQ,Powell,171,UPLANDS PARK - 478082662 - 42180
4/4/2015,AM,434159741,3:33,4400 Shrewsbury Avenue,10/17/2015,PM,MACKENZIE,3:33,a03i000000OQssLAAT,11/11/1976,16726 Mitchell Terrace,WINCHESTER,MO,a04i000000h8N7AAAU,D146795248,David,a02i000000c3yvUAAQ,Castillo,213,MACKENZIE - 434159741 - 42098
2/21/2015,PM,747594895,4:22,4400 Shrewsbury Avenue,9/26/2015,PM,MACKENZIE,4:22,a03i000000OQssLAAT,7/25/1953,6571 Haas Terrace,CREVE COEUR,MO,a04i000000h8N7yAAE,H823660218,Steven,a02i000000c3yvVAAQ,Castillo,262,MACKENZIE - 747594895 - 42056
6/2/2015,AM,119418044,5:17,4400 Shrewsbury Avenue,9/30/2015,PM,MACKENZIE,12:47,a03i000000OQssLAAT,12/18/1982,77423 Arizona Circle,OAKLAND,MO,a04i000000h8N8rAAE,Q166100641,Laura,a02i000000c3yvWAAQ,Hart,317,MACKENZIE - 119418044 - 42157
4/27/2015,PM,888370500,5:38,4400 Shrewsbury Avenue,12/19/2015,PM,MACKENZIE,1:08,a03i000000OQssLAAT,12/15/1982,558 Cardinal Plaza,VALLEY PARK,MO,a04i000000h8N9CAAU,D875433304,Jessica,a02i000000c3yvXAAQ,Cole,338,MACKENZIE - 888370500 - 42121
8/5/2015,PM,957526297,6:10,4400 Shrewsbury Avenue,10/19/2015,PM,MACKENZIE,1:40,a03i000000OQssLAAT,10/30/1991,,WILBUR PARK,MO,a04i000000h8N9iAAE,T461901696,Rachel,a02i000000c3yvYAAQ,Lynch,370,MACKENZIE - 957526297 - 42221
2/20/2015,AM,346259129,7:37,4400 Shrewsbury Avenue,10/24/2015,PM,MACKENZIE,3:07,a03i000000OQssLAAT,4/12/1972,8 Maple Wood Terrace,BELLA VILLA,MO,a04i000000h8NB7AAM,,Melissa,a02i000000c3yvZAAQ,Russell,457,MACKENZIE - 346259129 - 42055
8/10/2015,PM,880933147,8:48,6390 Natural Bridge Road,11/9/2015,PM,UPLANDS PARK,4:18,a03i000000OQsslAAD,10/31/1976,95805 Bartillon Plaza,GRANTWOOD VILLAGE,MO,a04i000000h8NCGAA2,C786057245,George,a02i000000c3yvaAAA,Fields,528,UPLANDS PARK - 880933147 - 42226
3/4/2015,PM,545417140,9:54,4400 Shrewsbury Avenue,11/22/2015,PM,MACKENZIE,12:54,a03i000000OQssLAAT,7/29/1988,0 Vera Lane,LAKESHIRE,MO,a04i000000h8NDKAA2,N366453313,Nicole,a02i000000c3yvbAAA,Flores,594,MACKENZIE - 545417140 - 42067
6/11/2015,AM,288653852,9:57,4400 Shrewsbury Avenue,10/6/2015,PM,MACKENZIE,12:57,a03i000000OQssLAAT,1/31/1981,42225 International Circle,MARYLAND HEIGHTS,MO,a04i000000h8NDNAA2,F650908350,Bonnie,a02i000000c3yvcAAA,Walker,597,MACKENZIE - 288653852 - 42166
8/9/2015,AM,461070209,10:07,4400 Shrewsbury Avenue,12/7/2015,PM,MACKENZIE,1:07,a03i000000OQssLAAT,12/3/1961,2699 Sullivan Parkway,BRIDGETON,MO,a04i000000h8NDXAA2,K806390772,Arthur,a02i000000c3yvdAAA,Woods,607,MACKENZIE - 461070209 - 42225
1/27/2015,PM,366907512,4:15,625 New Smizer Mill Road,11/2/2015,PM,FENTON,2:44,a03i000000OQss5AAD,5/4/1971,13 Drewry Alley,CREVE COEUR,MO,a04i000000h8NJSAA2,D138503309,Pamela,a02i000000c3z0UAAQ,Alexander,974,FENTON - 366907512 - 42031
6/29/2015,PM,464188908,12:22,120 City Hall Drive,11/26/2015,PM,EUREKA,12:22,a03i000000OQss4AAD,11/2/1954,8 Lawn Lane,SUNSET HILLS,MO,a04i000000h8N47AAE,V396431169,Earl,a02i000000c3z0VAAQ,Medina,22,EUREKA - 464188908 - 42184
7/25/2015,AM,546474596,6:37,120 City Hall Drive,9/30/2015,PM,EUREKA,2:07,a03i000000OQss4AAD,6/11/1962,71 Summer Ridge Point,LAKESHIRE,MO,a04i000000h8NA9AAM,E578114637,Kenneth,a02i000000c3z0WAAQ,Hansen,397,EUREKA - 546474596 - 42210
7/12/2015,PM,970053805,7:46,120 City Hall Drive,10/25/2015,PM,EUREKA,3:16,a03i000000OQss4AAD,2/8/1983,,WARSON WOODS,MO,a04i000000h8NBGAA2,L053712360,Cynthia,a02i000000c3z0XAAQ,Howell,466,EUREKA - 970053805 - 42197
4/23/2015,PM,407628604,8:20,120 City Hall Drive,9/30/2015,PM,EUREKA,3:50,a03i000000OQss4AAD,2/12/1983,243 Anniversary Way,VINITA TERRACE,MO,a04i000000h8NBoAAM,C195568319,Ronald,a02i000000c3z0YAAQ,Garcia,500,EUREKA - 407628604 - 42117
7/8/2015,AM,459464262,10:25,120 City Hall Drive,10/1/2015,PM,EUREKA,1:25,a03i000000OQss4AAD,4/17/1983,1 Crest Line Terrace,GLENDALE,MO,a04i000000h8NDmAAM,T362307296,Clarence,a02i000000c3z0ZAAQ,Burton,625,EUREKA - 459464262 - 42193
8/11/2015,AM,188456033,11:19,120 City Hall Drive,12/2/2015,PM,EUREKA,2:19,a03i000000OQss4AAD,4/24/1969,30972 Upham Center,WILBUR PARK,MO,a04i000000h8NEhAAM,T683472623,Virginia,a02i000000c3z0aAAA,Hicks,679,EUREKA - 188456033 - 42227
7/19/2015,PM,735119765,2:31,120 City Hall Drive,12/26/2015,PM,EUREKA,1:01,a03i000000OQss4AAD,9/24/1993,95 Maple Wood Alley,PACIFIC,MO,a04i000000h8NHjAAM,V850567006,Richard,a02i000000c3z0bAAA,Arnold,870,EUREKA - 735119765 - 42204
2/27/2015,AM,318570551,2:42,120 City Hall Drive,11/13/2015,PM,EUREKA,1:11,a03i000000OQss4AAD,6/1/1963,8469 Talisman Circle,BEL-NOR,MO,a04i000000h8NHvAAM,F917801962,Eugene,a02i000000c3z0cAAA,Price,881,EUREKA - 318570551 - 42062
2/18/2015,AM,421929835,2:48,120 City Hall Drive,,PM,EUREKA,1:17,a03i000000OQss4AAD,12/2/1956,29470 Cordelia Drive,OVERLAND,MO,a04i000000h8NI3AAM,P273652793,Ronald,a02i000000c3z0dAAA,Stewart,887,EUREKA - 421929835 - 42053
8/2/2015,AM,405799999,2:45,37 Weis Avenue,9/13/2015,PM,ELLISVILLE,2:45,a03i000000OQss3AAD,11/1/1952,,MAPLEWOOD,MO,a04i000000h8N6PAAU,E554002041,Richard,a02i000000c3z0eAAA,Tucker,165,ELLISVILLE - 405799999 - 42218
3/19/2015,PM,821419451,4:04,37 Weis Avenue,9/19/2015,PM,ELLISVILLE,4:04,a03i000000OQss3AAD,8/26/1961,00 Coleman Lane,WILBUR PARK,MO,a04i000000h8N7gAAE,M927981281,Keith,a02i000000c3z0fAAA,Cole,244,ELLISVILLE - 821419451 - 42082
,AM,955516894,4:59,37 Weis Avenue,10/30/2015,PM,ELLISVILLE,12:29,a03i000000OQss3AAD,12/23/1981,50 School Pass,SHREWSBURY,MO,a04i000000h8N8XAAU,M752936715,Kathleen,a02i000000c3z0gAAA,Price,299,ELLISVILLE - 955516894 -
9/4/2015,PM,56230764,6:48,37 Weis Avenue,11/17/2015,PM,ELLISVILLE,2:18,a03i000000OQss3AAD,10/18/1964,089 Gateway Lane,FLORDELL HILLS,MO,a04i000000h8NAKAA2,S030215768,Harry,a02i000000c3z0hAAA,Fowler,408,ELLISVILLE - 56230764 - 42251
2/6/2015,PM,623847751,8:26,37 Weis Avenue,10/18/2015,PM,ELLISVILLE,3:56,a03i000000OQss3AAD,3/21/1975,69010 Talmadge Center,WILDWOOD,MO,a04i000000h8NBrAAM,,Roger,a02i000000c3z0iAAA,Walker,506,ELLISVILLE - 623847751 - 42041
1/6/2015,PM,143559106,9:58,37 Weis Avenue,,PM,ELLISVILLE,12:58,a03i000000OQss3AAD,6/18/1993,23174 Southridge Way,KINLOCH,,a04i000000h8NDOAA2,W063044886,Larry,a02i000000c3z0jAAA,Mason,598,ELLISVILLE - 143559106 - 42010
7/22/2015,PM,783395537,10:18,37 Weis Avenue,9/16/2015,PM,ELLISVILLE,1:18,a03i000000OQss3AAD,2/14/1976,085 Anderson Junction,BELLEFONTAINE NEIGHBORS,MO,a04i000000h8NDiAAM,F710017728,Ruth,a02i000000c3z0kAAA,Long,618,ELLISVILLE - 783395537 - 42207
5/30/2015,AM,146602575,11:31,37 Weis Avenue,9/22/2015,PM,ELLISVILLE,2:31,a03i000000OQss3AAD,10/25/1991,0187 Reinke Park,ST. GEORGE,MO,a04i000000h8NEtAAM,X173736152,Teresa,a02i000000c3z0lAAA,Olson,691,ELLISVILLE - 146602575 - 42154
2/3/2015,PM,670159561,3:01,37 Weis Avenue,,PM,ELLISVILLE,1:30,a03i000000OQss3AAD,1/24/1977,71 Forest Dale Lane,LAKESHIRE,MO,a04i000000h8NIGAA2,H829484279,Lillian,a02i000000c3z0mAAA,George,900,ELLISVILLE - 670159561 - 42038
,PM,171756872,3:31,37 Weis Avenue,10/31/2015,PM,ELLISVILLE,2:01,a03i000000OQss3AAD,11/15/1981,33 Mosinee Alley,,MO,a04i000000h8NIkAAM,M129244409,Bruce,a02i000000c3z0nAAA,Dunn,930,ELLISVILLE - 171756872 -
5/5/2015,AM,154718345,4:33,4440 Holman Lane,9/13/2015,PM,EDMUNDSON,12:03,a03i000000OQss2AAD,6/4/1964,31938 Annamark Alley,SYCAMORE HILLS,MO,a04i000000h8N89AAE,M652605680,Kenneth,a02i000000c3z0oAAA,Greene,273,EDMUNDSON - 154718345 - 42129
3/24/2015,AM,866159336,7:23,21 Village Square,10/10/2015,PM,UNINCORPORATED NORTH ST. LOUIS COUNTY,2:53,a03i000000OQsszAAD,11/23/1985,2575 Twin Pines Parkway,MARLBOROUGH,MO,a04i000000h8NAtAAM,N365623941,Clarence,a02i000000c3yqWAAQ,Jenkins,443,UNINCORPORATED NORTH ST. LOUIS COUNTY - 866159336 - 42087
3/13/2015,PM,437220237,9:22,7615 South Sunset,9/17/2015,PM,PASADENA PARK,12:22,a03i000000OQssZAAT,2/20/1954,50620 Ronald Regan Trail,CRYSTAL LAKE PARK,MO,a04i000000h8NCoAAM,S846270312,Ashley,a02i000000c3yqXAAQ,Garza,562,PASADENA PARK - 437220237 - 42076
5/19/2015,AM,482606333,9:33,21 Village Square,,PM,UNINCORPORATED NORTH ST. LOUIS COUNTY,12:33,a03i000000OQsszAAD,8/1/1980,,FLORISSANT,MO,a04i000000h8NCtAAM,B511308400,Carolyn,a02i000000c3yqYAAQ,Brown,573,UNINCORPORATED NORTH ST. LOUIS COUNTY - 482606333 - 42143
4/5/2015,PM,605234952,10:22,7615 South Sunset,10/10/2015,PM,PASADENA PARK,1:22,a03i000000OQssZAAT,4/17/1983,1 Crest Line Terrace,GLENDALE,MO,a04i000000h8NDmAAM,T362307296,Clarence,a02i000000c3yqZAAQ,Burton,622,PASADENA PARK - 605234952 - 42099
5/5/2015,PM,235844874,10:24,21 Village Square,11/17/2015,PM,UNINCORPORATED NORTH ST. LOUIS COUNTY,1:24,a03i000000OQsszAAD,4/17/1983,1 Crest Line Terrace,GLENDALE,MO,a04i000000h8NDmAAM,T362307296,Clarence,a02i000000c3yqaAAA,Burton,624,UNINCORPORATED NORTH ST. LOUIS COUNTY - 235844874 - 42129
1/28/2015,PM,766078654,10:58,7615 South Sunset,12/25/2015,PM,PASADENA PARK,1:58,a03i000000OQssZAAT,10/20/1982,02007 Waywood Drive,RIVERVIEW,MO,a04i000000h8NEMAA2,,Philip,a02i000000c3yqbAAA,Kelly,658,PASADENA PARK - 766078654 - 42032
6/14/2015,PM,505247511,11:06,21 Village Square,10/26/2015,PM,UNINCORPORATED NORTH ST. LOUIS COUNTY,2:06,a03i000000OQsszAAD,2/29/1972,01274 Holy Cross Drive,VELDA CITY,MO,a04i000000h8NEUAA2,W846805768,Justin,a02i000000c3yqcAAA,Wagner,666,UNINCORPORATED NORTH ST. LOUIS COUNTY - 505247511 - 42169
7/19/2015,PM,988777324,11:14,21 Village Square,11/11/2015,PM,UNINCORPORATED NORTH ST. LOUIS COUNTY,2:14,a03i000000OQsszAAD,3/9/1991,704 Cascade Park,WILBUR PARK,MO,a04i000000h8NEbAAM,,Thomas,a02i000000c3yqdAAA,Cooper,674,UNINCORPORATED NORTH ST. LOUIS COUNTY - 988777324 - 42204
4/28/2015,PM,270929832,11:52,21 Village Square,11/3/2015,PM,UNINCORPORATED NORTH ST. LOUIS COUNTY,2:52,a03i000000OQsszAAD,1/28/1974,,CLARKSON VALLEY,MO,a04i000000h8NFEAA2,Y181425764,Teresa,a02i000000c3yqeAAA,James,712,UNINCORPORATED NORTH ST. LOUIS COUNTY - 270929832 - 42122
,PM,449559619,1:51,21 Village Square,12/13/2015,PM,UNINCORPORATED NORTH ST. LOUIS COUNTY,12:20,a03i000000OQsszAAD,4/23/1974,121 Eagan Crossing,VINITA TERRACE,MO,a04i000000h8NH8AAM,P175557651,Arthur,a02i000000c3yqfAAA,Campbell,830,UNINCORPORATED NORTH ST. LOUIS COUNTY - 449559619 -
8/30/2015,PM,892605632,2:09,21 Village Square,10/27/2015,PM,UNINCORPORATED NORTH ST. LOUIS COUNTY,12:38,a03i000000OQsszAAD,9/4/1959,23 Kenwood Plaza,UPLANDS PARK,,a04i000000h8NHQAA2,,Dennis,a02i000000c3yqgAAA,Hall,848,UNINCORPORATED NORTH ST. LOUIS COUNTY - 892605632 - 42246
3/20/2015,AM,558696472,2:14,7615 South Sunset,11/30/2015,PM,PASADENA PARK,12:43,a03i000000OQssZAAT,11/7/1961,69675 Del Mar Parkway,BRECKENRIDGE HILLS,,a04i000000h8NHVAA2,J010064058,Martha,a02i000000c3yqhAAA,Little,853,PASADENA PARK - 558696472 - 42083
5/3/2015,PM,416601702,2:43,21 Village Square,11/11/2015,PM,UNINCORPORATED NORTH ST. LOUIS COUNTY,1:12,a03i000000OQsszAAD,6/1/1963,8469 Talisman Circle,BEL-NOR,MO,a04i000000h8NHvAAM,F917801962,Eugene,a02i000000c3yqiAAA,Price,882,UNINCORPORATED NORTH ST. LOUIS COUNTY - 416601702 - 42127
5/27/2015,AM,61804174,3:18,7615 South Sunset,10/26/2015,PM,PASADENA PARK,1:47,a03i000000OQssZAAT,1/7/1965,5364 South Point,BRECKENRIDGE HILLS,MO,a04i000000h8NIXAA2,,Harry,a02i000000c3yqjAAA,Riley,917,PASADENA PARK - 61804174 - 42151
9/6/2015,PM,936819002,3:59,7615 South Sunset,11/30/2015,PM,PASADENA PARK,2:28,a03i000000OQssZAAT,9/26/1952,164 Hermina Hill,PACIFIC,MO,a04i000000h8NJCAA2,P779389861,Sharon,a02i000000c3yqkAAA,Day,958,PASADENA PARK - 936819002 - 42253
1/14/2015,AM,811754194,3:23,3915 Roland Boulevard,11/13/2015,PM,PASADENA HILLS,3:23,a03i000000OQssYAAT,12/3/1976,6 Utah Plaza,MANCHESTER,MO,a04i000000h8N71AAE,I979545168,Emily,a02i000000c3yqlAAA,West,203,PASADENA HILLS - 811754194 - 42018
7/14/2015,PM,192219453,4:58,3915 Roland Boulevard,12/13/2015,PM,PASADENA HILLS,12:28,a03i000000OQssYAAT,12/23/1981,50 School Pass,SHREWSBURY,MO,a04i000000h8N8XAAU,M752936715,Kathleen,a02i000000c3yqmAAA,Price,298,PASADENA HILLS - 192219453 - 42199
4/13/2015,PM,940190639,6:52,3915 Roland Boulevard,9/27/2015,PM,PASADENA HILLS,2:22,a03i000000OQssYAAT,1/17/1984,2271 Beilfuss Avenue,BEL-NOR,MO,a04i000000h8NAOAA2,I665328307,James,a02i000000c3yqnAAA,Lynch,412,PASADENA HILLS - 940190639 - 42107
3/14/2015,AM,539564644,7:09,3915 Roland Boulevard,10/15/2015,PM,PASADENA HILLS,2:39,a03i000000OQssYAAT,11/11/1988,8664 Katie Way,CHARLACK,MO,a04i000000h8NAXAA2,Q278728618,Sean,a02i000000c3yqoAAA,Harper,429,PASADENA HILLS - 539564644 - 42077
8/24/2015,AM,104247569,10:35,4400 Shrewsbury Avenue,10/19/2015,PM,MACKENZIE,1:35,a03i000000OQssLAAT,4/9/1958,61 Warner Terrace,NORMANDY,MO,a04i000000h8NDzAAM,S183987824,Carol,a02i000000c3yveAAA,Long,635,MACKENZIE - 104247569 - 42240
7/22/2015,PM,541865880,10:44,6390 Natural Bridge Road,12/24/2015,PM,UPLANDS PARK,1:44,a03i000000OQsslAAD,9/16/1972,50645 Springs Street,GLENDALE,MO,a04i000000h8NE8AAM,A383353178,Tammy,a02i000000c3yvfAAA,Schmidt,644,UPLANDS PARK - 541865880 - 42207
1/28/2015,PM,830205189,11:32,6390 Natural Bridge Road,11/30/2015,PM,UPLANDS PARK,2:32,a03i000000OQsslAAD,8/6/1967,09501 Golf View Way,MANCHESTER,MO,a04i000000h8NEuAAM,Z612969439,Ruth,a02i000000c3yvgAAA,Pierce,692,UPLANDS PARK - 830205189 - 42032
7/23/2015,PM,418400171,11:56,4400 Shrewsbury Avenue,,PM,MACKENZIE,2:56,a03i000000OQssLAAT,9/14/1972,0 Nobel Circle,GLEN ECHO PARK,MO,a04i000000h8NFIAA2,U110327554,Lawrence,a02i000000c3yvhAAA,Peters,716,MACKENZIE - 418400171 - 42208
8/23/2015,AM,237769787,3:34,6390 Natural Bridge Road,11/28/2015,PM,UPLANDS PARK,2:03,a03i000000OQsslAAD,12/2/1995,3 Texas Crossing,PAGEDALE,MO,a04i000000h8NInAAM,P542820068,Daniel,a02i000000c3yviAAA,Marshall,933,UPLANDS PARK - 237769787 - 42239
3/1/2015,AM,845477770,4:22,6390 Natural Bridge Road,12/1/2015,PM,UPLANDS PARK,2:51,a03i000000OQsslAAD,2/16/1977,1 Heffernan Trail,COOL VALLEY,MO,a04i000000h8NJZAA2,C777407756,Nancy,a02i000000c3yvjAAA,Hughes,981,UPLANDS PARK - 845477770 - 42064
8/23/2015,PM,932468952,4:23,6390 Natural Bridge Road,10/23/2015,PM,UPLANDS PARK,2:52,a03i000000OQsslAAD,11/26/1986,71 Carpenter Hill,GRANTWOOD VILLAGE,MO,a04i000000h8NJaAAM,O132835414,Michael,a02i000000c3yvkAAA,Tucker,982,UPLANDS PARK - 932468952 - 42239
3/2/2015,PM,141666448,1:10,10000 Puttington Drive,12/16/2015,PM,LAKESHIRE,1:10,a03i000000OQssKAAT,8/6/1953,6838 Jay Court,BLACK JACK,MO,a04i000000h8N4sAAE,R749121157,Emily,a02i000000c3yvlAAA,Crawford,70,LAKESHIRE - 141666448 - 42065
3/2/2015,PM,46287071,2:18,975 Pennsylvania Avenue,11/27/2015,PM,UNIVERSITY CITY,2:18,a03i000000OQsskAAD,8/24/1970,868 Green Parkway,EUREKA,MO,a04i000000h8N5yAAE,,Emily,a02i000000c3yvmAAA,Black,138,UNIVERSITY CITY - 46287071 - 42065
6/2/2015,PM,837957727,3:50,975 Pennsylvania Avenue,12/14/2015,PM,UNIVERSITY CITY,3:50,a03i000000OQsskAAD,3/9/1964,94538 Novick Park,UNIVERSITY CITY,MO,a04i000000h8N7SAAU,L629717504,Ernest,a02i000000c3yvnAAA,West,230,UNIVERSITY CITY - 837957727 - 42157
4/23/2015,AM,201478078,4:03,975 Pennsylvania Avenue,,PM,UNIVERSITY CITY,4:03,a03i000000OQsskAAD,8/6/1966,8904 Darwin Park,PACIFIC,MO,a04i000000h8N7fAAE,J503021884,Eugene,a02i000000c3yvoAAA,Wagner,243,UNIVERSITY CITY - 201478078 - 42117
3/10/2015,PM,166545602,4:48,975 Pennsylvania Avenue,9/15/2015,PM,UNIVERSITY CITY,12:18,a03i000000OQsskAAD,5/21/1953,6441 New Castle Circle,ELLISVILLE,MO,a04i000000h8N8OAAU,U343166465,Todd,a02i000000c3yvpAAA,Lewis,288,UNIVERSITY CITY - 166545602 - 42073
8/4/2015,AM,215864250,5:03,10000 Puttington Drive,11/1/2015,PM,LAKESHIRE,12:33,a03i000000OQssKAAT,8/15/1983,3 Meadow Ridge Court,JENNINGS,MO,a04i000000h8N8dAAE,,Jimmy,a02i000000c3yvqAAA,Graham,303,LAKESHIRE - 215864250 - 42220
4/7/2015,PM,246579429,6:50,975 Pennsylvania Avenue,10/17/2015,PM,UNIVERSITY CITY,2:20,a03i000000OQsskAAD,10/18/1964,089 Gateway Lane,FLORDELL HILLS,MO,a04i000000h8NAKAA2,S030215768,Harry,a02i000000c3yvrAAA,Fowler,410,UNIVERSITY CITY - 246579429 - 42101
3/28/2015,AM,243030442,7:01,10000 Puttington Drive,9/15/2015,PM,LAKESHIRE,2:31,a03i000000OQssKAAT,11/11/1988,8664 Katie Way,CHARLACK,MO,a04i000000h8NAXAA2,Q278728618,Sean,a02i000000c3yvsAAA,Harper,421,LAKESHIRE - 243030442 - 42091
7/16/2015,PM,483024816,9:48,10000 Puttington Drive,12/22/2015,PM,LAKESHIRE,12:48,a03i000000OQssKAAT,11/25/1985,13 Anniversary Terrace,JENNINGS,MO,a04i000000h8NDEAA2,V646969058,Amanda,a02i000000c3yvtAAA,Wood,588,LAKESHIRE - 483024816 - 42201
5/16/2015,AM,309777046,11:21,975 Pennsylvania Avenue,11/30/2015,PM,UNIVERSITY CITY,2:21,a03i000000OQsskAAD,4/24/1969,30972 Upham Center,WILBUR PARK,MO,a04i000000h8NEhAAM,T683472623,Virginia,a02i000000c3yvuAAA,Hicks,681,UNIVERSITY CITY - 309777046 - 42140
7/3/2015,PM,672511844,11:30,10000 Puttington Drive,11/20/2015,PM,LAKESHIRE,2:30,a03i000000OQssKAAT,5/10/1996,129 Darwin Crossing,GREENDALE,MO,a04i000000h8NEsAAM,J541684196,Terry,a02i000000c3yvvAAA,Lane,690,LAKESHIRE - 672511844 - 42188
